序号,评论者,评分,内容,时间
1,阿布丁,力荐,原来很多年前，就有人跟我们说了一个上访成功的故事,2011-05-13 20:27:40
2,甜椒Oli,力荐,贪官要奸，清官更要奸，这样才能治得了贪官。,2017-03-01 20:01:13
3,娜莉梦游仙境,推荐,星爷的喜剧虽然无厘头但是还是值得深思的，记忆最深的一段就是和妓院的人斗嘴，以一敌十，最后去海边的场景,2016-12-30 09:05:00
4,战国客,推荐,正宗的周氏无厘头电影~~,2008-04-16 12:00:30
5,小蝶,力荐,周星驰说他拍的都是悲剧我们却当成喜剧看，以前不懂也懒得想，年纪大了反而慢慢的悟出了。九品芝麻官应该是非常典型了，包龙星最后能赢并不是什么正义战胜了邪恶，是更大的后台（皇帝）出现了，仅此而已，邪恶战胜了邪恶，想想还是蛮讽刺的。,2017-10-03 17:18:08
6,米姐起飞,力荐,"非常欢乐,自认比唐伯虎点秋香好看!!",2010-06-13 14:29:40
7,杜边生,无评分,宝剑穿肠过，忠良心中留,2007-11-17 05:17:19
8,X,力荐,我心目中的周星驰系列电影no1，有特别强的现实意义，影射现实,2017-04-13 10:01:15
9,皮皮的皮神,力荐,要不怎么说星爷的电影百看不厌呢。此片可以说是全程高能，金句频出，从头笑到尾根本停不下来，最难得的是笑中带泪，情感真挚。仔细看能发现连路人都全身是戏。,2015-05-22 22:19:10
10,嘉声,推荐,包龙星是经过一番曲折的游历才历练成包青天的，若非被逼入绝境，他本无如此触底反弹的境遇与决心。他与下九流厮混，学会了口中吞剑，和嫖客吵架的功夫，又撞上了天大的好运，在妓院碰到了当今天子。正义不是那么容易声张的，即便他是主角，最后扳倒贪官，也押上了他的全部生平所学、运气与勇气。,2018-02-03 11:45:41
11,梦里诗书,力荐,无厘头下的幽默，《九品芝麻官》即有着对官僚主义辛辣的讥嘲，同也包涵以小人物的励志情怀，电影做到了真正将笑料契合剧情的呼之欲出，更在节奏把控上有着决然不凡的力道，一场本自悬疑冤假错案的拨乱反正，却能时刻为人忍俊不禁，令人永远记住了那个满是荒诞却又刚正不阿的九品芝麻官包龙星。,2015-12-24 20:57:09
12,Daneestone,力荐,"开心就好,有时心里不痛快,电影就是干这个用的",2010-06-30 23:05:28
13,godzilla,力荐,被诬陷的张敏，插科打诨的吴孟达，妓院老鸨的蔡少芬等等，每一个角色都令人印象深刻。,2018-04-18 06:42:19
14,吴邪无忧,力荐,这部电影特别搞笑，星仔年轻时好帅😘,2016-08-08 15:41:16
15,潇湘烟雨,力荐,最喜欢的一部周星驰电影，看多少遍都很有意思，经典,2018-06-05 09:42:02
