序号,评论者,评分,内容,时间
1,pogocho,无评分,强过阿烦达太多太多了,2010-04-03 03:27:29
2,with,推荐,和谐的生活离不开摸头与被摸头,2010-05-18 20:31:14
3,THE M,力荐,哇哇哇好看 那龙的原型绝对是一猫,2010-03-28 23:33:23
4,shell ❤ キリンさん。,推荐,妙蛙种子龙。。呜哇,2010-03-29 00:22:19
5,玻璃被子,力荐,我觉得今年其他的动画片可以不要演了,2010-03-29 07:03:20
6,哪吒男,推荐,这根本不是驯龙，这分明就是谈恋爱！,2017-01-23 14:50:01
7,巽,还行,这片儿告诉我们的道理仍然是：技术宅拯救世界。,2010-11-11 11:40:42
8,Q。,推荐,虽然没有皮克斯那么有深度，故事情节也略显老套，但是好的电影就是能让观众沉浸其中，不管是用画面用音乐还是用其他的。错过档期没去电影院看3D只能说是一种遗憾，还好720p的效果也十分的赞，这应该是我今年到目前看过最好的一部动画片。★★★★☆,2010-10-05 04:56:57
9,影志,力荐,“和谐的生活离不开摸头与被摸头。”《驯龙高手》的优秀足以证明皮克斯动画并不是不可超越。,2010-05-18 21:25:00
10,Yolanda,力荐,没牙的本质是只狗,2010-05-30 19:24:23
11,Doublebitch,力荐,“没牙”真可爱呀真可爱~,2010-04-16 21:32:35
12,spencer,力荐,酷酷的小龙外表下，是一只大型宠物犬的个性。,2010-05-14 22:41:35
13,Joecool,力荐,梦工厂会讲故事了...,2010-03-30 10:24:13
14,柴斯卡,力荐,尽管对人与龙关系的描写未免逼格过低，但小嗝嗝和没牙间的互动着实非常挑逗，有着浓厚的情色意味，堪称是对反抗与驯服的银幕经典描述，美中不足的是小嗝嗝没能战胜直男的劣根性，把女朋友也带去骑龙，上演了一出小三上位的戏码，大大降低了后半段的观赏性，令人扼腕。,2014-07-07 14:40:41
15,黄青蕉,力荐,我要那个龙！！那个龙！！！,2011-07-13 12:51:00
