序号,评论者,评分,内容,时间
1,芹泽虾饺菌,推荐,舒尔茨大夫不远万里，来到米国。一个德国人，毫无利己的动机，把强哥的解放事业当作他自己的事业，这是什么精神？这是国际主义的精神，这是基友主义的精神，每一个好基友都要学习这种精神。,2013-01-07 20:16:12
2,sevenseas,力荐,waltz魅力十足 却死的那么酱油。。。,2012-12-26 08:26:33
3,cao,推荐,本片很好的说明了什么叫做“躺枪”,2013-01-10 22:24:50
4,了了,力荐,零，有一种类型片，叫昆丁；一，昆丁只拍这种片，但只有昆丁拍这种片；二，此片没那么完美，但已比无耻混蛋用心很多；三，昆丁可能永远再达不到低俗小说的高度，但本作足以革新西部片；四，南方口音蛋疼，有些笑点没听懂，以后我得看中文字幕版；五，原谅我用那么多分号，cuz Ima goddamn programmer.,2012-12-26 05:01:22
5,Doublebitch,力荐,"昆丁稍微一用心，就足以窃笑着俯瞰众生。我觉得他最牛逼的一点是可以让所有大牌演员在他的电影里集体迷失自我，并被注入昆式狡黠腔调。当然，这种腔调不仅仅是表现在角色身上，配乐、运镜和台词通通昆丁范儿，乖、贱、粗暴、不可复制。Who's the nigger? D-j-a-n-g-o,D不发音。",2013-01-10 02:01:46
6,肉腾腾,推荐,才疏学浅，没看出大好，又怕别人说我蠢，假惺惺给四星。,2013-05-02 09:31:46
7,李小丢,推荐,最出彩的是两个人，德裔“牙医”舒尔茨，和庄园里的黑奴管家斯蒂芬，他们都背叛了自己的种族或者说肤色，二者的反差值得玩味。衡量一个人善恶的时候，就看他可以主宰别人命运时的选择吧，别的，都是矫饰。,2013-04-15 08:40:17
8,亵渎电影,推荐,一部很high的意大利通心粉西部片，就是那种影迷们期待的痞子昆电影，竟然片中人人都觉得奴隶制很正常！诡辩的话唠神逻辑，绝不吝啬的番茄汁，类型杂糅的舒心配乐， 克里斯托弗·沃兹和塞缪尔·杰克逊神棍级的表演，最后故事又在失控中走向疯狂了，唯一的小遗憾就是影片剪辑的节奏始终慢半拍。★★★★,2013-01-07 00:32:45
9,桃桃林林,推荐,前抑后扬，情绪逐级酝酿，最后半小时则以很昆汀的方式回馈观众。老式西部片通常都是杀人不见血，一声枪响一股烟，人就躺下了，昆汀这已经不是血浆了，是血雨，爆开的鲜血之雨。而鲜血染白花也成为昆汀拿手的暴力审美。慢镜、暴血加耍帅，味道都很对。姜戈拼自己名字的时候，旁边是老版的姜戈。4星半,2013-01-12 11:20:24
10,Kreuzberg,力荐,故事核心其实老土得很，就是男的历尽千辛万苦去救他心爱的人。但是故事人物设定实在太棒，花165分钟在这部电影上是绝对不会后悔。,2013-01-10 14:19:47
11,王敖,推荐,看到昆丁被炸飞那个镜头，不由地笑了,2013-02-25 07:40:23
12,zephyrus,力荐,感觉比《无耻混蛋》都要好看啊！,2012-12-26 10:55:37
13,芦哲峰,还行,握个手就能言欢，不握手只好灭门。,2013-01-11 12:25:04
14,拉撒路,推荐,姜戈常有，而牙医不常有。,2022-03-13 08:39:49
15,tintin76,力荐,或许不是年度最佳电影，但极可能是最令影迷们过瘾的电影。不再在结构上费心编排的昆汀这次采用了更为传统的单线程叙事，他向通心粉西部片、香港武侠片甚至自己的《无耻混蛋》致敬。混搭音乐、暴力、语言（特别是外语）再一次成为手下重要的道具。塞缪尔·L·杰克逊奉献了他《低俗小说》以来的最佳表演,2012-12-20 11:48:38
