序号,评论者,评分,内容,时间
1,赵纪存,力荐,客机坠毁背后有何惊天秘密？厨娘为何对顾客起了杀机？荒郊野外两车爆炸烧焦尸体怎会纠缠一起？爆破工程师炸毁拖车公司是有预谋还是耍脾气？顶包案背后是何种金钱利益？新郎新娘婚礼现场反目成仇与神秘女子又有何关系？请收看人间自保指南：《别刻薄 别冲动 别装逼 别较真 别贪婪 别约炮》,2015-05-10 14:42:17
2,影志,力荐,“跟你做的比起来，我那做的都不算什么” 魔性十足，荒诞满分。每个人都有过一闪而过的犯罪念头，这部片子把我们没敢做出来的那部分呈现出来，狠狠戳中我们的软肋。这个世界总是如此厌倦又可笑。“没人不希望恶有恶报，但又没人愿意脏了自己的手。”,2015-06-16 18:49:45
3,匡轶歌,力荐,年度撕逼大戏，颁奖季最好也最好看的外语片之一。丛林心态下，所有的人都是animal，所有的故事都是蛮荒故事。精彩翻转，虽癫狂，细思却并不意外，生活实际的样子，远比这荒谬得多。某种意义上，<消失的爱人>是喜剧，<蛮荒故事>却是悲剧。因为前者是刻意的虚无，后者是真实残酷的白描。,2015-03-13 17:41:51
4,文尔,力荐,人要有脾气。脾气发得不好就傻逼，发得好就牛逼。,2015-07-09 20:47:43
5,shininglove,推荐,这是迄今为止天蝎座人士在银幕上最大规模的集体展现。,2015-09-09 17:46:48
6,桃桃林林,推荐,始于荒诞，止于更荒诞。于我们，还是有很多共鸣的,2015-02-26 16:17:27
7,CharlesChou,推荐,《天注定》与这一比除了形式之外皆落下风，虽然都是怒火中烧的爆发，前者一派阴郁充满戾气的基调，仿佛一切都是体制的错与人无关；而拉美人民告诉你个个文明人身体里都住着凶蛮野兽，用一场撕逼大戏结尾真是看得很爽。除了第一个故事很一般之外其它都相当惊喜。,2015-02-27 17:32:14
8,巴喆,力荐,人生的大喜大悲实在是太TM刺激了。8.6,2015-03-03 20:10:15
9,seamouse,力荐,同样展现社会暴戾情绪的阿根廷版《天注定》，但要比后者艺术、幽默和高级很多。可以从中胡乱联想到马航、反拆迁、药家鑫、T3爆炸、深圳车祸顶包，外带一个巴尔干谅解式的合家欢结局。,2014-05-17 07:36:08
10,Mumu,还行,拖车爆破那段儿结尾的温馨-1星,2015-03-03 10:09:24
11,办公室甜心,推荐,大家脾气都大得很哦,2015-06-15 21:39:00
12,谋杀游戏机,力荐,主竞赛黑马，阿根廷天注定，看过的都叫好。六个因仇生暴的小故事，每个都张力十足，戛纳巴赞厅里大笑不断。除了天注定，还有拉美版无人区、全民目击等等，差不多的故事，明显人家拍得更劲道。经典配乐、独特角度的运镜也很风格化。不知评委之一的贾樟柯看了作何感想？,2014-05-17 07:33:35
13,亵渎电影,推荐,如果硬要和贾樟柯的[天注定]相比，那科长的叙事节奏就像赵涛那张“演技派”的脸。片中6个小故事叙事包袱一抖再抖，这种一波三折的黑色故事确实很招人喜欢，它们的惊与喜、讽刺和无语都是显而易见的。我在想，大家都别整天想着抄《黑镜》了，这样的黑色操蛋故事整成一个剧集同样会是神作。★★★★,2015-02-24 21:11:07
14,亚比煞,推荐,所有故事无非想说这么一句:“你特么以为我好欺负吗？看我怎么弄死你”。也许现实中大家都忍够了吧，看这类故事觉得很解气，就给顶了这么高的分。借电影出口恶气之后，再回头继续忍耐自己的生活。,2017-02-05 23:33:17
15,kookbug,力荐,看得爽爆了！为什么要忍耐假装？为什么要粉饰太平？为什么要扮演文明？爆发啊！撕扯啊！杀戮啊！玉石俱焚啊！鱼死网破啊！同归于尽啊！,2021-08-11 22:23:35
