序号,评论者,评分,内容,时间
1,苏菲sama,力荐,对于我们最爱的人，不说永远，只说珍惜。差点在电影院哭断气,2013-10-02 20:23:04
2,眠去,推荐,穿越界第一女朋友:Rachel McAdams; 喜欢这部片子的光感，最爱大雨如注的那场婚礼，你紧张地问我，是不是想要一个阳光明媚的婚礼，不不，一切不需要重来，一生只这一次就好。,2014-01-10 19:59:42
3,Ying,力荐,你们有没有发现，所有的时空穿越的电影和书到了最后都在告诉我们，要living in the moment...最朴实庸常的时刻也是美好的,2014-04-20 00:31:11
4,木卫二,还行,以为它是软科幻片，结果一开始的感觉，它是个喜剧片，紧接着你发现它是个爱情片，然后你发现它个伦理片，最终，你发现它是鸡汤片。不可否认，这鸡汤还是挺美味的。,2014-10-25 23:50:44
5,Reader,推荐,突然悟出一個道理。分分合合的戀情，多半因為其中一方熱切於go back in time，重臨兩人曾經的過往。而另一方並不。,2013-09-21 21:56:52
6,桃桃林林,推荐,理查德·柯蒂斯擅长的轻松有趣加温情。时空旅行仅是噱头，重头还是亲情。当主角发现即便可以时空旅行，仍无法避免那些生活的悲剧。比如亲人的离去，我们始终无能为力，这恐怕是最触动我的地方。最终的主题仍是学会爱，学会生活，并珍惜与亲人的每一天，这话说来容易，实际却相当难。生活中同样应该如此,2014-01-11 11:54:01
7,二道贩子,力荐,可能是为了卖片，包装成穿越爱情故事，为此差点错过此片。谢谢贤妻的死拉硬拽。虽然中间说了几句这不合理，但真的很好，上了年纪的人，给我们上了一课，关于时间，关于人生，好像还关于电影，那个黑暗的小屋，何尝不可以是电影院。,2013-10-06 01:23:38
8,秋禾 啾,力荐,奇怪的是，回到过去这项超能力，最终教会我们的却是头也不回地往前走。,2020-09-12 22:58:32
9,匡轶歌,较差,呵难看睡了。这年头一提鸡汤人人厌弃。可看看这种纯鸡汤在豆瓣8.7分的待遇，还是很红火嘛，可见反鸡汤反得多矫情。打打温情牌，记记流水账，摆几段说教，大堆bug编剧导演自己都一脑门子绕不清。建议高分党去补课70年前开创穿越片类型的经典喜剧老片<生活多美好>，人家也是讲爱情、讲亲情、讲人生意义。,2014-01-03 00:28:56
10,陀螺凡达可,还行,对真爱至上/海盗电台都无感的我，自然也喜欢不起来他的这部新片，受不了这种非要在Chick Flick中探讨人生的刻意感，好几个小清新的煽情段落都可以直接用来当心灵鸡汤式的公益广告了，配上干瘪的说教更是雪上加霜。时空穿梭的BUG实在碍眼，“再来一次”的笑料也过于重复，OST好听到让我不断出戏。,2013-11-09 07:55:17
11,Nee,力荐,"编剧是Love Actually的Richard Curtis, 女主角是来自于另一部时间旅行电影The Time Traveler's Wife的Rachel McAdams. 配乐沿用了Gravity里的钢琴伴奏，画面美好到让人陷在爱恋中。在伦敦，若不好好谈一场恋爱就太辜负这个城市的一片深情。把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。",2013-10-18 11:17:02
12,zinnia,推荐,被初恋诱惑时，竟然是拒绝后第一时间回家求婚，这个真是犯规了，太感动,2021-01-02 19:55:50
13,牛排口味的饼干,还行,这个故事emm……这么说吧，一个做错事后可以选择重来的人没什么资格教导别人去积极生活。,2021-08-03 21:48:30
14,davekozg,推荐,1、三观够正，道理积极；2、故事想法很有意思；3、原声配乐很好听；4、剧本有问题，过度弱化冲突，故事本身除了舒服外没有说服力，life is much harder；5、太多旁白只说明剧情推进的乏力；6、镜头不时莫名其妙地晃；7、片子质量有三分，给到四分是私心,2013-10-31 13:26:25
15,影志,推荐,“我试着过好每一天，就像我已经穿越回去那天一样，去享受它，当它是我非凡却又普通人生的最后一天…跌跌撞撞和摔倒都造就了现在的我。” 扔掉可反悔的《人生遥控器》，过好每一天！50%的浪漫爱情+50%的家庭亲情和人生感悟，不如《真爱至上》《海盗电台》浪漫的彻底，却也直抵人心。打个俗分4星。,2014-01-05 00:20:13
