序号,评论者,评分,内容,时间
1,眠去,无评分,为了让我的名字早点出现在借书卡上，我看了好多书。。。,2008-04-20 08:07:40
2,米粒,力荐,原来图书卡寻人是这里来的呀。他们的城市是立体的，真漂亮，恋爱要翻山越岭才行。电影几乎集结了所有少女时代的美好回忆，完美、理想到失真，像一个斑斓的气泡，害怕一伸手就会破碎… 乱糟糟的书桌，伸手摸来摸去就是摸不到台灯开关，生活中的细节被它完整地还原，似曾相识，却不属于我…,2014-11-04 14:03:26
3,野次馬,力荐,这是一个我早已错过的故事，我没有在十五岁看到它，我早已进入了不用借书卡的年代。现实中，只有我一个人与图书馆天荒地老。即便如此，我还是感谢它赐予我的全部勇气。|一五年夏去了多摩市。走在コンクリートロード上，山雨欲来，穿过长长长长的階段，从来没有觉得他们如此真实过。,2012-07-11 10:39:03
4,蚂蚁没问题,推荐,美则美矣 但是看着两个初中生这样子的深情 最后还说出你将来嫁给我这种话 还是觉得有点怪怪的,2009-03-30 12:33:33
5,海心,推荐,我喜欢男爵的爱情，喜欢钟表上永远不能相见的国王和王后。,2008-11-23 19:53:26
6,游牧人,无评分,可以早恋的国家和不可以早恋的国家拍出来的青春电影或动画毕竟是不一样的，好纯爱啊。《少年往事》确实很拙劣地模仿了《侧耳倾听》，连那只猫都一样≥﹏≤。可惜现在沉迷微信手游的电脑小孩已经不能体会这种古老时代图书馆爱情的美妙之处了，圣司和月岛雯在图书馆安静看书会心一笑的情景太温馨了。,2015-08-22 23:46:16
7,崇子,力荐,我爱死青涩的恋爱的感觉了~~~~~,2008-09-03 13:39:53
8,阿德,力荐,阿雯：我还是下来吧 圣司：我没问题...我早就决定...要这样载着你翻山越岭... 阿雯：我不要变成你的包袱...我也早就想好了，要在背后支持你... 圣司：知道了，拜托你了——哥觉得这就是伟大的爱情！,2010-11-26 10:49:57
9,昏金暗玉,推荐,最动人的一幕出现在爷爷拿着月岛刚完成的稚嫩的小说，对她说：太棒了，真是太棒了。在才华刚刚起步的日子里，有一个人能完全诚挚地赞美，比什么都好，它不会令人骄傲，相反会让人更看清自己。,2010-05-12 11:16:01
10,南 瓜 子,力荐,本人最喜欢的宫崎动画,2008-03-09 20:29:02
11,有心打扰,推荐,我我...我，被两人青涩的爱情感动啦...在自己的生命里，会有那么一个激励自己想要走得快一点的人，为了能够赶上去，牵住他的手，不成为他的累赘，在背后支持着他，与他相爱，与他携手到老，实在是太美好了。,2012-03-31 22:52:29
12,起床，吃饭,还行,最让我感触的一幕是下午姐姐数落小雯成绩落伍，姐妹俩争执起来。晚上临睡，姐姐说要搬出去住，让小雯加油。看到这突然有种失落感。,2016-05-04 17:17:47
13,UrthónaD'Mors,推荐,多么美好啊，他们那边也并不是特别注重学业，可以发展自己的空间和喜好，不像我们都被荼毒 了，结尾有点仓促,2010-06-20 11:18:35
14,蛇,推荐,我们终于来到以前憧憬的年纪，却发现已经有人订婚、有人结婚、有人出国、有人生活顺利、有人坚持梦想、有人碌碌无为..就像是一个分水岭，毕业时的那个蓝天早已消失不见，那个和你在操场边说着要一起走到未来的人，也早就不知道去了哪里。看着窗外的天，突然就黑了，感觉像我们的青春，突然就没了。,2010-09-16 19:05:04
15,沉歌,推荐,细腻可爱的初恋故事如同少女写下的日记一般娓娓道来。侧耳倾听吧，那些呼唤着成长的微弱声音。,2008-02-26 22:37:21
