序号,评论者,评分,内容,时间
1,A-sun*,推荐,两代人的对比，Al Pacino和Robert Duvall都太帅了，不同的是，父亲拥有家庭与荣华，而Al Pacino几乎失去了所有亲人。,2010-10-08 12:08:13
2,17950,力荐,74/47th 第一部是关于神化的智慧。第二部是男人的光辉与悲哀，以及意大利的传统家族观念在美国的狗屁价值观前节节败退,2006-10-29 23:58:55
3,九尾黑猫,力荐,帕西诺太帅了~,2008-03-19 00:25:02
4,Crazy Henry,力荐,多年以后，垂垂暮年的麦克将会想起父亲生日宴上，弗雷多向刚刚报名参军的他伸出手的那个遥远的下午,2021-06-20 01:04:59
5,有心打扰,力荐,哪怕敌人已经手无寸铁，但仍旧要处理掉，以绝后患。麦克延续了父亲的性格，唯一不同的是家庭问题的处理，是时代变了，也是麦克与父亲之间的不同。两条主线相互交错，即是对比更是互补。阿尔·帕西诺最后的眼神，那是寂寞吗？,2011-11-21 23:49:43
6,同志亦凡人中文站,力荐,个人感觉比1更好，可能因为格局更大的原因，导演的难度系数增加了不少。两代教父的故事以波澜壮阔的手笔呈现，一个是朝气蓬勃，一个是盛极而衰，最后却是殊途同归的孤独。经典修复的画质真是太感人了！,2017-05-19 20:14:00
7,seeme | 北北,推荐,【720P】这部电影告诉我们，为什么“富不过三代”——因为富二代们的生活总是很混乱。,2010-10-24 19:49:29
8,时间的玫瑰,推荐,优雅的孤独,2010-10-21 21:02:58
9,fish,力荐,所以说，苟富贵 勿相忘是古今中外最难做到的六个字。仔细想了一下麦克和他爹的差别，一个是由穷到富的创业，从妻子到孩子到朋友到哥们弟兄，无一不是感恩的，跟着教父有肉吃。而麦克，只有他知道世界多危险，他一个人扛一个人摆平一个人承受，然后身边所有的人却把他看做是凶手和怪物，真可怜……,2014-06-02 02:18:39
10,Q。,推荐,既是前传，也是续集，两条线交错着叙述，一边是创业一边是奋斗。无论镜头还是画面色调的处理都一如既往的出色。作为一部续集来说，堪称完美。但作为《教父》的续集，却始终缺了点什么……★★★★,2011-02-01 17:00:16
11,苏彦明,推荐,故事相当好，两条线对两代人，一个创业一个守成的比较，真是足以令人感慨万分。从小无父无母，受尽欺辱长大的维多，终于一家团圆，其乐融融，而从小在家庭的温暖中长大的麦克，却更自私，直至众叛亲离。当然除此之外，演员们对角色的诠释依然很棒，有血有肉，令人的观影感很好，结尾更是点睛之笔,2016-03-17 23:19:57
12,米粒,力荐,阿尔帕西诺你敢不敢再帅一点,2010-01-01 19:09:57
13,U 兔,力荐,虽然有点儿长，但你会知道为什么三个小时你都坐在这里～（不明白自己2009年5月27日怎么留下了这样的短评，而且还被打了104个有用，毛用啊，对于回忆当时看完这片儿的感受一点用木有。2015.8.8重看，不如1爽，相比之下节奏氛围人物塑造都差了些，自然还有其精致所在但已经没了那种生猛，太可惜了）,2009-05-27 18:08:12
14,CynicDogAldaev,力荐,《教父》系列的绝顶。对时间的感知是科波拉最出色的一次,2009-02-21 20:53:58
15,颗颗Huier,力荐,交叉蒙太奇和结尾的闪回部分，让2的结构比1复杂了些。你是对敌人、朋友、亲人失去信心，还是对自己失去信心？想改变、想停下、想回头，却被无形的大手推着向前走的感觉，很难受吧？维多所期望的麦克的未来，是现在这个样子么？,2013-04-21 11:12:50
