序号,评论者,评分,内容,时间
1,柴斯卡,未评分,支线挺多余的。真·情节剧，九分虚高。以爱之名控制自由，就有以绑架之名实现解放。我们是耶和华见证人教会。不要低估普通人的善意。你并不像看起来那样善良。环环相报没完没了。有些不是罪的罪很可恶，有些看起来可恶的罪则没什么大不了。受不了童年阴影的反复重现，所以要给你最幸福的童年。,2015-08-30 18:30:13
2,Doublebitch,力荐,我只杀过两个人，一个伤害了我妈妈，一个伤害了你,2011-02-18 16:47:15
3,战国客,推荐,标准的好莱坞煽情之作，坏人的好总是比好人的好来得更感人~~,2009-08-09 13:08:48
4,裸踝,力荐,他看见他，他带走他，就像带走童年的自己。他终于相信这个世界有鬼了，眼前这个开枪打伤他的小鬼就是童年自己的鬼魅。“再见，这是完美之旅。”再见，布奇。,2008-12-15 14:09:09
5,十个斗的眼窝浅,力荐,他杀过人，却未动手打过一下菲利普，这段通往地狱的旅行过程中，当他看到妈妈因为怕孩子把新车弄脏而打骂孩子；爷爷嫌孙子动作慢而对孙子抬手耳刮子时，眼底的愤怒与不屑、憎恨与仇视，皆因他拥有一个对任何人都拳脚相加的父亲。这段近似父子的不寻常感情在影片结尾得到升华，我亦哭得稀里哗啦！,2012-07-23 23:19:54
6,快乐大于天 ,推荐,母亲以爱之名绑架孩子，罪犯却以绑架之名解放孩子，大晚上看完心里有些酸酸的~,2021-01-29 23:26:10
7,小斑,力荐,遥远的记忆啊……每次看的时候都想如果Kevin要我做人质，一定张开双手欢迎，然后收紧两臂学足无尾熊的样子抱住他的大腿死都不放。有他当爹，再有Eastwood当爷爷，就是一个perfect world了。肚腩长在有些人身上莫名地就成了一块萌肉,2011-03-19 21:50:46
8,Song³,力荐,将公路片、伦理片、警匪片等诸多片种熔于一炉，适应了当代美国电影的新趋向———类型交汇。于是，有了修正型公路片一说。,2008-11-09 11:19:39
9,安蓝·怪伯爵𓆝𓆟𓆜,力荐,史上最泪奔斯德哥尔摩综合征。我这辈子只杀过两个人，一个伤害了我妈妈一个伤害了你。情感创伤带来贴心信任，一对陌生人手拉手踏上没有希望看不到终点的迷途，Butch对Buzz的每一个小动作，摸摸头，拍拍屁股，看一眼心就化了~满满的父爱，已哭瞎。20171111小西天二刷依然哭到抽……,2015-02-09 01:09:03
10,火娃,还行,7/10。问题出在警察追铺这线没有给逃亡造成足够的惊险感，局长和女监察员对逃犯童年创伤出于理解，但他们除了给糖果没能为两男主做什么，几乎是局外人。高潮应该是在黑人农家爆发的，父爱的渴望成为布奇纠缠复杂的情感力量，对主人打骂孩子的行为过于敏感而采取可怕暴力，是他内心善恶两面的集中刻画。 @2016-06-09 12:41:59,2016-06-09 12:41:59
11,☮小小,力荐,灵魂在天上 看着绿草如茵的地方……,2006-08-28 23:18:39
12,落叶村,力荐,布奇没得到过的，他让菲利普全得到了,2015-10-15 21:48:47
13,UrthónaD'Mors,力荐,哭了 小孩可爱，大叔也很会煽情，烂漫的骨子里还有一颗梦想的心,2009-10-30 16:30:16
14,abby,力荐,"我童年时期最刻骨铭心的电影,今天终于找到了",2008-04-08 13:14:12
15,豆腐脑敢死队,推荐,斯德哥尔摩综合症-Phillip 'Buzz' Perry,2007-12-03 15:29:16
