序号,评论者,评分,内容,时间
1,掀桌超人,力荐,张学友让梁朝伟杀他那段，笑翻了,2006-04-17 19:31:04
2,Connie,推荐,这样的parody电影，如今已经不可得.......梁家辉叫人吐血那场唱段戏，竟是众人乐得不支之下张哥哥一手编词、导演的，10几年后我才知情......,2006-01-18 18:31:48
3,三翘,未评分,又看了一次 再也不会有这样聚集这么多大腕的电影了,2010-11-05 22:03:34
4,张天师,力荐,香港缺心眼儿喜剧之最，看100次笑100次～,2006-11-02 22:35:14
5,眠去,力荐,从来不曾想起，永远不会忘记。,2007-03-03 12:16:45
6,末宝儿,力荐,40几遍了吧,2008-06-24 05:35:13
7,飞天PP猪,力荐,刘镇伟哪里比王家卫差？！,2008-07-31 22:43:12
8,米姐起飞,力荐,"向90年代的香港喜剧片儿致敬!多少年后,他们仍是挂在嘴边最活络气氛的谈资!",2010-06-11 11:04:01
9,Ruby超人小姐,推荐,看不懂【东邪西毒】的时候就看【东成西就】。,2009-04-05 17:45:19
10,姨妈的鸭,力荐,"我第一次看梁朝伟先生的电影就是这本片子 从那之后 我再也没办法爱上这个男人了~
你们毁了梁朝伟！！！！！也毁了我！！！！！我从此之后对忧郁的眼神再也没有爱了！！！！！！但是我还是好高兴啊！！！！！哈哈哈哈！！！！！",2011-04-12 13:29:51
11,狮子真好吃啊,推荐,梁家辉和刘嘉玲是亮点，特别是后者，我简直被惊艳了,2009-04-29 12:29:53
12,tavico,力荐,跟同学一起又看了一遍，最喜欢刘嘉玲,2007-01-13 23:16:56
13,尼桑，都是尼桑的错,未评分,这种阵容如此强大又百看不厌的喜剧片估计以后也没啦~~,2008-08-23 22:00:11
14,单线程青年,推荐,“给我来两根烤香肠”“你不是正在吃吗”“我打包带走不行呀！”哈,2008-03-14 16:21:37
15,战国客,力荐,如果我一生只能看一部喜剧电影，那么，我要说，请给我《东成西就》！迄今为止，看过次数最多的影片~~,2007-06-24 10:20:45
