序号,评论者,评分,内容,时间
1,亵渎电影,力荐,我的圣诞必备，年年都是看这个，年年心情大不同，有时候一个人，有时候两个人，有时候一群人，今晚又是一个人，心里偶尔想着另一个人，偶尔想着一群人。★★★★★,2011-12-24 23:48:55
2,海心,力荐,从头哭到尾，心里暖，而遍体生寒，寂寞无处隐身，生生将我蚕食。,2008-10-30 22:06:53
3,UglyBerry,未评分,我最期待的那一对没有走到一起。,2011-01-07 10:13:20
4,大头绿豆,推荐,1、每当我对世局倍感忧虑时，就会想到希思罗机场的入境闸口。人们认为世界充满仇恨与贪婪，但我却不同意。在我看来爱无处不在，虽然未必来的轰轰烈烈，但是爱永远存在。父子，母女，夫妻，男朋友，女朋友，老朋友，当飞机撞上世贸大厦时，临终打出的电话，谈的不是报复，而都是爱。如果你肯留意，你会发现爱其实无处不在。love actually is all around.,2006-10-14 13:04:58
5,大灰狼,推荐,至少能干掉几十部《全城热恋》吧,2011-02-25 10:27:40
6,沉歌,力荐,寂寞的圣诞夜一个人看这种电影，看完觉得更寂寞了！,2010-12-25 18:19:39
7,卢十四,推荐,像我这样一个对外国电影了解不多的观众，看的时候一直处于“我靠这个人好眼熟，这个人不是那个谁吗，这个人是大牌吧，这个人我知道名字！……”的状态中。,2015-02-25 12:14:57
8,奎斯Chris,推荐,"我不明白,如果导演早就决定给个皆大欢喜的结局,为什么又不给得彻底点呢?",2007-05-25 02:57:11
9,已注销,力荐,还有比受爱情煎熬更惨和更甜蜜的事吗？,2008-01-12 16:07:04
10,xjxiidjsns,力荐,Where the fuck is my fucking coat?,2008-06-24 19:22:02
11,shu,力荐,Colin Firth和葡萄牙女的爱很打动人，男生对好友妻子无声的爱简直了，小男孩儿的爱也是。。。总之越看越喜欢。,2008-02-27 22:11:15
12,同志亦凡人中文站,还行,上至正太下至首相都在谈恋爱，单身狗不配过圣诞。剧情什么的都是浮云了，我就看看演员～ (@﹏@),2016-12-28 01:38:13
13,影志,力荐,“这是我一天当中最喜欢的时光，载着你；这是我一天中最痛苦的时候，离开你…” 圣诞节必备佳片。,2005-12-29 04:09:51
14,一天,力荐,从第30分钟小男孩说自己fall in love 开始，所有的感情都美好起来,2011-04-02 13:40:25
15,望仔放弃减肥了,力荐,憨豆是万能！比性和项链更糟糕的是爱和项链。为了你去学习一门新的语言多么美好。为爱向前冲的正太是最帅气的男人！这片子根本就是用来催泪的！圣诞节不能说谎，圣诞节做什么都会被原谅。,2011-08-25 15:50:05
