序号,评论者,评分,内容,时间
1,罗弘霉素,力荐,一遍烂，两遍笑，三遍哭,2010-07-26 18:41:26
2,仲楚,推荐,"紫霞仙子眨眼的一瞬惊艳，无忧无虑的至尊宝。
至尊宝面对现实的两条路:
不成大圣，我无法救你。成了大圣，我无法爱你。",2018-01-30 23:44:02
3,Mona Lishark,力荐,有人跟我比赛背台词么,2008-01-01 19:41:02
4,woodYA!!en,推荐,鲜花虽会凋谢，但会再开。一生所爱，隐约在白云外。苦海翻起爱恨，在世间难逃避命运。相亲竟不可接近，或我应该相信是命运。,2011-03-17 23:03:33
5,眠去,力荐,为什么越看越觉得悲伤,2007-02-13 12:55:20
6,游牧人,推荐,#电影院#  第二部就这样活生生地把周星驰塑造成了千古情圣，句句台词都催泪。反应了初恋之后男人遇到真爱（挚爱）的复杂心理。至尊宝其实真的很心软也很善良，怎能因为紫霞流了一滴眼泪就爱上了她，我到现在都还喜欢白晶晶啊。,2010-10-06 23:17:37
7,Lan~die,力荐,"经历过和正在经历着悟空式的命运和紫霞式的爱情，才发现生命的本质是以最低的姿态出现的。英雄？你为什么不问问做英雄的代价？  
“想不到经过这五百年，我要找的并不是她，而是你。”人生际遇真是难以言喻。",2006-10-07 10:48:36
8,小锡兵,力荐,我猜中了开头，却猜不到这结局。/ 20141024 在影院哭死,2009-02-03 05:27:31
9,Miss Lucky,推荐,其实很伤感,2006-12-22 20:41:27
10,快乐人生,推荐,曾经有份真挚的感情摆在我面前，我不懂得珍惜，直到失去了才追悔莫及。人世间最痛苦的事莫过于此。如果上天给我一个再来一次的机会，我会对那个女孩说三个字: 我爱你，如果非要在这份爱上面加个期限，我希望是  ...一万年。,2018-03-18 20:22:00
11,林愈静,未评分,看了不下20遍，彻底看伤了。,2006-04-22 13:09:37
12,影志,力荐,任何时候任何场合都可以再看一遍的电影,2006-02-05 18:31:34
13,康报虹,力荐,坐我旁边的那个年近四十、西装革履的男人从电影刚开始就止不住眼泪，有些地方哭着笑出声。而他的年轻女伴从开头就一直低头玩手机、到经典场景就煞有介事地拍张照片、不到一半时一直嚷嚷着无聊，硬是把那个男人拉走了。,2017-04-14 21:41:11
14,凉水,力荐,紫霞飘向太阳时、齐天大圣离开城门时，都哭成了傻逼。有多庆幸能踩着五彩祥云做你的盖世英雄，就有多遗憾没办法与你守护终身。喜欢的是五百年前的晶晶、还是给了自己三颗痣的紫霞；喜欢无拘无束敢爱敢恨的至尊宝、还是套上紧箍咒背影像狗的孙悟空？爱的命题究竟太空泛，恐怕还是要交给月光宝盒。,2012-10-26 20:49:43
15,卷子乐子八子,力荐,一生所爱：我的意中人是个盖世英雄，有一天他会穿着金盔金甲，踩着七色的云彩来娶我。我猜中了前头，可是我猜不着这结局……,2008-09-27 20:17:54
